./data/test/mfccs/cv-valid-test-sample-000181,./data/test/ivectors/cv-valid-test-sample-000181,./data/test/embeddings/cv-valid-test-sample-000181,./data/test/txt/sample-000181.txt,newzealand
./data/dev/mfccs/cv-valid-dev-sample-000244,./data/dev/ivectors/cv-valid-dev-sample-000244,./data/dev/embeddings/cv-valid-dev-sample-000244,./data/dev/txt/sample-000244.txt,newzealand
./data/train/mfccs/cv-valid-train-sample-000384,./data/train/ivectors/cv-valid-train-sample-000384,./data/train/embeddings/cv-valid-train-sample-000384,./data/train/txt/sample-000384.txt,newzealand
./data/dev/mfccs/cv-valid-dev-sample-000445,./data/dev/ivectors/cv-valid-dev-sample-000445,./data/dev/embeddings/cv-valid-dev-sample-000445,./data/dev/txt/sample-000445.txt,newzealand
./data/test/mfccs/cv-valid-test-sample-000487,./data/test/ivectors/cv-valid-test-sample-000487,./data/test/embeddings/cv-valid-test-sample-000487,./data/test/txt/sample-000487.txt,newzealand
./data/test/mfccs/cv-valid-test-sample-000538,./data/test/ivectors/cv-valid-test-sample-000538,./data/test/embeddings/cv-valid-test-sample-000538,./data/test/txt/sample-000538.txt,newzealand
./data/train/mfccs/cv-valid-train-sample-000555,./data/train/ivectors/cv-valid-train-sample-000555,./data/train/embeddings/cv-valid-train-sample-000555,./data/train/txt/sample-000555.txt,newzealand
./data/train/mfccs/cv-valid-train-sample-000657,./data/train/ivectors/cv-valid-train-sample-000657,./data/train/embeddings/cv-valid-train-sample-000657,./data/train/txt/sample-000657.txt,newzealand
./data/test/mfccs/cv-valid-test-sample-000680,./data/test/ivectors/cv-valid-test-sample-000680,./data/test/embeddings/cv-valid-test-sample-000680,./data/test/txt/sample-000680.txt,newzealand
./data/test/mfccs/cv-valid-test-sample-000684,./data/test/ivectors/cv-valid-test-sample-000684,./data/test/embeddings/cv-valid-test-sample-000684,./data/test/txt/sample-000684.txt,newzealand
./data/train/mfccs/cv-valid-train-sample-000705,./data/train/ivectors/cv-valid-train-sample-000705,./data/train/embeddings/cv-valid-train-sample-000705,./data/train/txt/sample-000705.txt,newzealand
./data/test/mfccs/cv-valid-test-sample-000725,./data/test/ivectors/cv-valid-test-sample-000725,./data/test/embeddings/cv-valid-test-sample-000725,./data/test/txt/sample-000725.txt,newzealand
./data/dev/mfccs/cv-valid-dev-sample-000819,./data/dev/ivectors/cv-valid-dev-sample-000819,./data/dev/embeddings/cv-valid-dev-sample-000819,./data/dev/txt/sample-000819.txt,newzealand
./data/test/mfccs/cv-valid-test-sample-000838,./data/test/ivectors/cv-valid-test-sample-000838,./data/test/embeddings/cv-valid-test-sample-000838,./data/test/txt/sample-000838.txt,newzealand
./data/dev/mfccs/cv-valid-dev-sample-000846,./data/dev/ivectors/cv-valid-dev-sample-000846,./data/dev/embeddings/cv-valid-dev-sample-000846,./data/dev/txt/sample-000846.txt,newzealand
./data/dev/mfccs/cv-valid-dev-sample-000857,./data/dev/ivectors/cv-valid-dev-sample-000857,./data/dev/embeddings/cv-valid-dev-sample-000857,./data/dev/txt/sample-000857.txt,newzealand
./data/dev/mfccs/cv-valid-dev-sample-000986,./data/dev/ivectors/cv-valid-dev-sample-000986,./data/dev/embeddings/cv-valid-dev-sample-000986,./data/dev/txt/sample-000986.txt,newzealand
./data/train/mfccs/cv-valid-train-sample-001063,./data/train/ivectors/cv-valid-train-sample-001063,./data/train/embeddings/cv-valid-train-sample-001063,./data/train/txt/sample-001063.txt,newzealand
./data/dev/mfccs/cv-valid-dev-sample-001071,./data/dev/ivectors/cv-valid-dev-sample-001071,./data/dev/embeddings/cv-valid-dev-sample-001071,./data/dev/txt/sample-001071.txt,newzealand
./data/dev/mfccs/cv-valid-dev-sample-001082,./data/dev/ivectors/cv-valid-dev-sample-001082,./data/dev/embeddings/cv-valid-dev-sample-001082,./data/dev/txt/sample-001082.txt,newzealand
./data/train/mfccs/cv-valid-train-sample-001147,./data/train/ivectors/cv-valid-train-sample-001147,./data/train/embeddings/cv-valid-train-sample-001147,./data/train/txt/sample-001147.txt,newzealand
./data/test/mfccs/cv-valid-test-sample-001201,./data/test/ivectors/cv-valid-test-sample-001201,./data/test/embeddings/cv-valid-test-sample-001201,./data/test/txt/sample-001201.txt,newzealand
./data/dev/mfccs/cv-valid-dev-sample-001274,./data/dev/ivectors/cv-valid-dev-sample-001274,./data/dev/embeddings/cv-valid-dev-sample-001274,./data/dev/txt/sample-001274.txt,newzealand
./data/test/mfccs/cv-valid-test-sample-001348,./data/test/ivectors/cv-valid-test-sample-001348,./data/test/embeddings/cv-valid-test-sample-001348,./data/test/txt/sample-001348.txt,newzealand
